,market_date,company_symbol,headline,positive,negative,litigious,uncertainty,constraining,strong_modal,moderate_modal,weak_modal,sentiment_lib_avg,is_volatile
18,2011-09-09,AAL,cat vanishes j f k anxious audience urges action,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0
19,2011-10-04,AAL,american airlines bankruptcy fears drive stock,0.0,1.9041994750656166,0.0,0.0,0.0,0.0,0.0,0.0,-0.4215,1
20,2011-10-19,AAL,airlines battle back profit fare fee time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,1
21,2011-10-20,AAL,fuel costs contribute wider loss amr,0.0,0.881233595800525,0.0,0.0,0.0,0.0,0.0,0.0,-0.3182,1
22,2011-10-31,AAL,new variation boarding airplane<s>7   hour wait tarmac near hartford,0.0,0.0,0.0,0.998031496062992,0.0,0.0,0.0,0.0,0.0,1
23,2011-11-07,AAL,jack cat lost found j f k dies,0.0,0.9488188976377953,0.0,0.0,0.0,0.0,0.0,0.0,-0.3182,0
24,2011-11-15,AAL,sending harsh message american issues first fine tarmac delays,0.0,1.954068241469816,0.0,0.0,0.0,0.0,0.0,0.0,-0.2732,1
25,2011-11-29,AAL,timescast november 29 2011<s>amr filing 2nd   largest american airline<s>american airlines parent files bankruptcy,0.0,0.9586614173228346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,2011-11-30,AAL,chapter 11 bid cut costs american airlines<s>american last airline bankruptcy,0.0,1.8280839895013123,0.0,0.0,0.0,0.0,0.0,0.0,-0.1366,1
27,2011-12-01,AAL,c e o moral stand<s>dealbook online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28,2011-12-05,AAL,week business news pictures<s>top american fights keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11315,1
29,2011-12-06,AAL,forget airline name  it alliances,0.9986876640419948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2263,0
30,2011-12-12,AAL,bags j f k handlers found niche crime,0.0,0.9750656167979004,0.9750656167979004,0.0,0.0,0.0,0.0,0.0,-0.5423,0
31,2011-12-14,AAL,f a a approves ipads cockpits passengers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019,1
32,2011-12-27,AAL,comparing airline livery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,2012-02-01,AAL, united states pension agency pressures american airlines<s> united states pension agency pressures american airlines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,1
34,2012-02-02,AAL,business day live february 2 2012<s>american airlines seeks 13 000 job cuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.148,0
35,2012-02-13,AAL,driving downturn reader tales,0.0,0.9934383202099738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,2012-03-13,AAL,kennedy cargo workers see future,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2012-04-23,AAL,us airways strikes deal eyes american<s>business day live april 23 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1806,1
38,2012-04-24,AAL,american airlines cites progress labor talks,0.9645669291338582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,1
39,2012-05-14,AAL,merger ruled american airlines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,2012-06-11,AAL,fly v i p perk perk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41,2012-06-25,AAL,american pilots near accord contract<s>american pilots near accord contract,0.0,0.0,1.8845144356955383,0.0,0.0,0.0,0.0,0.0,0.0,1
42,2012-07-10,AAL,american airlines us airways dance around merger<s>airlines dance around merger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,2012-07-19,AAL,stroll sky lifetime hangar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44,2012-08-07,AAL,american bag delivery lets skip carousel<s>airlines blink fares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45,2012-08-13,AAL,american bag delivery lets skip carousel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,2012-08-16,AAL,airline loses bid end pilot contract,0.0,0.9573490813648294,0.9422572178477692,0.0,0.0,0.0,0.0,0.0,-0.3182,0
47,2012-08-20,AAL,american airlines flight attendants accept contract offer,0.0,0.0,0.9422572178477692,0.0,0.0,0.0,0.0,0.0,0.3818,1
48,2012-09-05,AAL,airlines face trial 9 11<s>judge allows amr end pilot contract,0.0,0.0,0.9422572178477692,0.0,0.0,0.0,0.0,0.0,0.0,1
49,2012-09-11,AAL,f a a flip   flop electronics continues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,1
50,2012-09-13,AAL,18 arrested theft tiny liquor bottles,0.0,0.970472440944882,0.0,0.0,0.0,0.0,0.0,0.0,-0.4767,1
51,2012-09-19,AAL,american airlines notifies thousands layoff risk,0.0,0.9954068241469816,0.0,0.926509186351706,0.0,0.0,0.0,0.0,-0.2732,1
52,2012-09-26,AAL,backlash austerity<s>american airlines faults pilots disruptions,0.0,1.9625984251968505,0.0,0.0,0.0,0.0,0.0,0.0,-0.33525,0
53,2012-10-03,AAL,texas   airline faults clamp installation loose seats,0.0,0.991469816272966,0.0,0.0,0.0,0.0,0.0,0.0,-0.6597,1
54,2012-10-17,AAL,baggage handler smuggled cocaine planes sentenced life,0.0,0.9862204724409448,0.9862204724409448,0.0,0.0,0.0,0.0,0.0,-0.3818,0
55,2012-11-19,AAL,american pilots vote new contract,0.0,0.0,0.9422572178477692,0.0,0.0,0.0,0.0,0.0,0.0,0
56,2012-11-26,AAL,cost   cutting cited loose plane seats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4215,1
57,2013-01-02,AAL,added left out fees remain focus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,2013-01-04,AAL,la guardia   bound pilot arrested alcohol charge,0.0,0.970472440944882,0.0,0.0,0.9954068241469816,0.0,0.0,0.0,-0.4767,1
59,2013-02-04,AAL,despite reorganizations scant signs change airline industry,0.8897637795275591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,2013-02-12,AAL,squeezing frequent fliers likely merger outcome,0.0,0.0,0.0,0.0,0.0,0.0,0.9711286089238844,0.0,0.0,0
61,2013-02-14,AAL,creating nation largest airline<s>benefits combining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3389,1
62,2013-02-15,AAL,confidence upswing mergers make comeback<s>american airlines bulks<s>service cuts may follow merger airlines,0.0,0.0,0.0,0.5400262467191601,0.0,0.0,0.0,0.5400262467191601,0.07153333333333335,1
63,2013-02-19,AAL,pictures week business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,2013-04-02,AAL,american airlines settles suit orbitz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65,2013-04-15,AAL,judge denies 20 million severance deal american airlines chief<s>american us airways merge fliers expect ,0.0,0.9842519685039369,0.9960629921259844,0.0,0.0,0.0,0.0,0.0,-0.21075,1
66,2013-04-16,AAL,amr submits formal plan exit bankruptcy,0.0,0.9586614173228346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67,2013-05-23,AAL,getting change fees waived canceled flight,0.0,0.9868766404199476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,2013-05-29,AAL,reducing overhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,2013-06-20,AAL,g a o says airline merger reduce competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,2013-06-24,AAL,airline merger mania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,2013-07-15,AAL,frequent flier changes better worse,0.9022309711286091,0.98753280839895,0.0,0.0,0.0,0.0,0.0,0.0,-0.0516,0
72,2013-08-13,AAL,case merger<s>lawsuit airline merger<s> united states filing suit moves block airline merger,0.0,0.0,0.9120734908136484,0.0,0.0,0.0,0.0,0.0,-0.08403333333333333,1
73,2013-08-15,AAL,justice dept alters view mergers airlines,0.0,0.0,0.9206036745406824,0.0,0.0,0.0,0.0,0.0,0.5267,1
74,2013-08-19,AAL,merge airlines<s>airlines may one merger many<s>breaking cramped economic policy debate,0.0,0.9625984251968503,0.0,0.5400262467191601,0.0,0.0,0.0,0.5400262467191601,0.0,0
75,2013-08-20,AAL,merger pros cons fliers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,2013-09-03,AAL,early date set american suit block airlines merger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4404,0
77,2013-11-14,AAL,concession airline merger criticized,0.0,0.9921259842519684,0.0,0.0,0.0,0.0,0.0,0.0,-0.3612,0
78,2013-11-18,AAL,baffling about   face american   us airways merger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,2013-11-19,AAL,business traveler view latest airline merger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,2013-11-29,AAL,merger american us airways waved ahead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,2013-12-09,AAL,tricky airline merger labor blessing<s>economic reports week dec 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909,1
82,2013-12-10,AAL,airlines 8217  credit card perks take chin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818,0
83,2013-12-17,AAL,credit card peace offerings bring outcry instead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,0
84,2013-12-18,AAL,cantor fitzgerald settles911suit american airlines 135 million,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,2014-03-17,AAL,american airlines focuses glory days flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5423,1
86,2014-04-16,AAL,prank dutch girl twitter real trouble,0.0,0.9652230971128608,0.0,0.0,0.0,0.0,0.0,0.0,-0.4019,1
87,2014-04-21,AAL,effort american airlines cut benefits fails,0.0,1.8484251968503935,0.0,0.0,0.0,0.0,0.0,0.0,-0.3182,0
88,2014-05-12,AAL,california   airplane nearly hit drone florida march,0.0,0.0,0.0,0.958005249343832,0.0,0.0,0.0,0.958005249343832,0.0,1
89,2014-06-27,AAL,hundreds millions sought firms airline bankruptcy,0.0,0.9586614173228346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,2014-07-01,AAL,airlines serve alcohol beverage cart requires bouncer,0.0,0.0,0.0,0.0,0.9927821522309712,0.0,0.0,0.0,0.0,0
91,2014-07-09,AAL,1939   spinsters block tulsa airport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4404,1
92,2014-07-25,AAL,profits tell turnaround major airlines point start new era,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0
93,2014-09-08,AAL,airlines take bump turbulence,0.0,0.9934383202099738,0.0,0.9934383202099738,0.0,0.0,0.0,0.0,0.0,0
94,2014-09-16,AAL,airlines head abroad also inland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,2014-09-22,AAL,union reaches tentative deal airlines,0.0,0.0,0.0,0.9835958005249344,0.0,0.0,0.0,0.0,0.0516,1
96,2014-10-21,AAL,love field flight limits end passengers cheer,0.0,0.0,0.0,0.0,0.9356955380577427,0.0,0.0,0.0,0.8176,1
97,2014-10-24,AAL,cheaper fuel leads record profits airlines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,1
98,2014-12-01,AAL,plane evacuated kennedy airport bomb threat,0.0,0.9566929133858268,0.0,0.0,0.0,0.0,0.0,0.0,-0.765,0
99,2015-03-17,AAL,expansion mideast airlines sets skirmish american ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,2015-03-18,AAL,gulf carriers strike back american campaign re   examine open   skies agreements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1531,0
101,2015-03-24,AAL,oil prices fall airfares still stay high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,2015-04-09,AAL,american us airways get single operating certificate advancing integration,0.9967191601049868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103,2015-04-30,AAL,several american airlines flights delayed app malfunction,0.0,1.9796587926509188,0.0,0.0,0.0,0.0,0.0,0.0,-0.2263,0
104,2015-06-12,AAL, discipline airlines pain fliers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5106,0
105,2015-06-18,AAL,senator urges inquiry airline behavior,0.0,0.8569553805774278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,2015-07-06,AAL,air passengers applaud justice dept collusion case,0.0,0.9921259842519684,1.9127296587926508,0.0,0.0,0.0,0.0,0.0,0.7506,0
107,2015-08-07,AAL,1940   stewardess says man hit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,2015-10-06,AAL,jet makes emergency landing syracuse pilot dies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3818,1
109,2015-10-07,AAL,review   old times past dangerous place,0.0,0.9895013123359581,0.0,0.0,0.0,0.0,0.0,0.0,-0.4767,1
110,2015-11-17,AAL,american airlines revises rewards program,0.9829396325459318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767,0
111,2015-12-07,AAL,making evolving airline hotel reward programs,0.9901574803149606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719,0
112,2015-12-18,AAL, united states airlines preparing offer flights cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,1
113,2016-01-15,AAL,review   michael frayn noises off returns broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,2016-01-25,AAL,snow storm affecting travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
115,2016-01-29,AAL,illness diverted american airlines flight remains mystery,0.0,0.9954068241469816,0.0,0.0,0.0,0.0,0.0,0.0,-0.4019,0
116,2016-02-01,AAL,american reports record earnings airline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117,2016-02-08,AAL,airlines reap record profits passengers get peanuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,1
118,2016-03-15,AAL,american airlines doesn t care gogo wi   fi either,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939,0
119,2016-03-24,AAL,joining airlines american share profits<s>australian energy giant woodside delays large offshore l n g project,0.0,0.968503937007874,0.0,0.0,0.0,0.0,0.0,0.0,0.44905,1
120,2016-03-29,AAL,using apps ease headache navigating airports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612,0
121,2016-04-19,AAL,avoiding dreaded middle seat may cost,0.0,0.0,0.0,0.5400262467191601,0.0,0.0,0.0,0.5400262467191601,-0.7269,0
122,2016-04-28,AAL,review   long day journey night tempest bourbon bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123,2016-05-11,AAL, suspicious activity flights really isn t,0.0,0.9973753280839897,0.0,0.0,0.0,0.0,0.0,0.0,-0.3612,1
124,2016-06-21,AAL,craft beer usb ports   airlines upgrade clubs lure customers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125,2016-06-30,AAL,contract united airlines flight attendants would truly unite,0.0,0.0,0.9422572178477692,0.0,0.0,0.0,0.931758530183727,0.0,0.6908,0
126,2016-07-08,AAL,eight american airlines win tentative approval fly havana,0.8792650918635171,0.0,0.0,0.9835958005249344,0.0,0.0,0.0,0.0,0.7845,0
127,2016-08-30,AAL,great fliers make best situation american airlines suggests,1.8123359580052494,0.0,0.0,0.9678477690288714,0.0,0.8799212598425197,0.0,0.9678477690288714,0.8519,0
128,2016-09-07,AAL, marvin room wise comedy dying bound broadway,0.0,0.0,0.0,0.0,0.9954068241469816,0.0,0.0,0.0,0.6808,1
129,2016-09-19,AAL,high   end flights amenity kits worth keeping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263,0
130,2016-10-11,AAL,get good deal flight upgrades,0.8576115485564304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0
131,2016-10-17,AAL,review   all well cherry orchard ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2732,0
132,2016-11-16,AAL,business politics trump means cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133,2016-12-07,AAL,alaska air group wins approval buy virgin america,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783,1
134,2017-01-03,AAL,airlines proactive weather allow fliers shift travel plans,0.998031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719,0
135,2017-01-05,AAL,mark ruffalo star the price broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
136,2017-02-24,AAL,fewer niceties similar price   airlines turn basic economy fares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612,0
137,2017-02-27,AAL,obama takes broadway show shuns spotlight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
138,2017-04-24,AAL,american airlines suspends flight attendant altercation stroller,0.0,0.9783464566929134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
139,2017-05-30,AAL,route air travel discomfort starts wall street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4215,0
140,2017-06-21,AAL,hot fly climate change may take toll air travel,0.0,0.0,0.0,0.5400262467191601,0.0,0.0,0.0,0.5400262467191601,0.0,0
141,2017-06-30,AAL,review   marvin room care caregiver ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939,0
142,2017-08-16,AAL,tom stoppard travesties return broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
143,2017-11-07,AAL,air travelers resisting incredible shrinking airline seat ,0.9927821522309712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
144,2017-11-30,AAL,american airlines error leaves thousands holiday flights without pilots,0.0,0.9855643044619422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
145,2017-12-04,AAL,american airlines resolves problem could canceled thousands flights<s>american airlines new rule smart bags   battery must removable,0.0,1.917979002624672,0.0,0.8110236220472441,0.0,0.9698162729658792,0.0,0.8110236220472441,0.07594999999999999,0
146,2018-01-04,AAL,companies handing bonuses thanks tax law publicity stunt ,0.0,0.0,0.8366141732283465,0.0,0.0,0.0,0.0,0.0,0.7579,0
147,2018-01-12,AAL,review   surprise lessons john lithgow stories heart ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2732,1
148,2018-02-13,AAL,new shuttle service minus 1980s frills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,2018-04-25,AAL,review   screwball eggheads tear library travesties ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0516,0
150,2018-06-21,AAL,protesters flock la guardia support immigrant children<s>protesters flock la guardia support immigrant children,0.0,1.9632545931758527,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0
151,2018-07-24,AAL,suing las vegas victims got headlines outcome could big news too ,0.0,1.9678477690288716,0.991469816272966,0.8110236220472441,0.0,0.0,0.0,0.8110236220472441,-0.5267,0
152,2018-07-25,AAL,giving china american airlines drop taiwan in name least ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0
153,2018-08-20,AAL,white doctor arrested orlando airport complains treated like black person <s>white doctor arrested orlando airport complains treated like black person ,0.0,3.930446194225722,0.0,0.0,0.0,0.0,0.0,0.0,-0.4939,1
154,2010-09-02,AAPL,privacy sell ping <s>apple step social media music,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,2010-09-09,AAPL,h p take page apple<s>season 9 ipods still get high ratings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,2010-09-10,AAPL,ipod redux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157,2010-09-16,AAPL,apple free case iphone soon harder get,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,1
158,2010-09-17,AAPL,google chief social mobile conflict<s>ipod speaker dock goes vertical,0.0,0.980971128608924,0.0,0.0,0.0,0.0,0.0,0.0,-0.1591,0
159,2010-09-20,AAPL,tech firms said talks settle inquiry recruiting<s>five   star apps awesome simple done<s>everything need know tablets right,0.0,0.8569553805774278,0.0,0.0,0.0,0.0,0.0,0.0,0.2083,1
160,2010-09-22,AAPL,get attention tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161,2010-09-27,AAPL,six technology firms agree hiring competition<s>shifting online netflix faces new competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806,0
162,2010-09-28,AAPL,kno backed andreessen offers tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258,1
163,2010-09-29,AAPL,pinger launches voice calling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164,2010-10-04,AAPL,steve jobs learned wilderness<s>doerr brothers spy turning point medical e   records,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,2010-10-05,AAPL,apple challenges big award patents,0.0,0.9409448818897638,0.0,0.0,0.0,0.0,0.0,0.0,0.5859,1
166,2010-10-07,AAPL,motorola sues apple 18 patents,0.0,0.9402887139107612,0.9402887139107612,0.0,0.0,0.0,0.0,0.0,0.0,0
167,2010-10-11,AAPL,microsoft deal europe barely affects browser market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
168,2010-10-12,AAPL,japanese company buy iphone game developer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169,2010-10-15,AAPL,verizon wireless sell apple ipads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,2010-10-18,AAPL,apple culture hurt iphone ,0.0,0.9553805774278216,0.0,0.0,0.0,0.0,0.0,0.0,-0.5267,0
171,2010-10-19,AAPL,jobs says apple approach better google <s>sales profit surge apple margins slip,0.9022309711286091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,1
172,2010-10-20,AAPL,updates apple mac   focused event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818,0
173,2010-10-22,AAPL,net man charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
174,2010-10-28,AAPL,sanctuary custody fight elephant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3818,0
175,2010-11-03,AAPL,artists oddballs tent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
176,2010-11-04,AAPL,tending sick computers owners,0.0,0.0,0.0,0.9986876640419948,0.0,0.0,0.0,0.0,-0.5106,1
177,2010-11-12,AAPL,sale   160 000 apple computer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178,2010-11-16,AAPL,timescast november 16 2010<s>working out itunes sell beatles titles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179,2010-11-17,AAPL,finally google voice iphones<s>together,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,2010-11-22,AAPL,dicaprio urges apple aid wild tigers<s>understanding airplay apple ios 4 2<s>updated version ipad software arrives<s>apple offering free find phone feature<s>beatles itunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10212000000000002,1
181,2010-11-26,AAPL,breaking smartphone risks included ,0.0,0.9625984251968503,0.0,0.9540682414698164,0.0,0.0,0.0,0.0,-0.2732,0
182,2010-11-29,AAPL,apparently early apple costly,0.0,0.9822834645669292,0.0,0.998031496062992,0.0,0.0,0.0,0.998031496062992,-0.1027,0
183,2010-11-30,AAPL,q a   picture editing outside photo booth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184,2010-12-01,AAPL,google set open e   book marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185,2010-12-02,AAPL,smartphone race heats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,2010-12-03,AAPL,smart tvs expand on   demand world,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5423,0
187,2010-12-13,AAPL,intel intends cash netbooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,2010-12-17,AAPL,nokia sues apple patent infringement europe,0.0,1.9376640419947508,0.9402887139107612,0.0,0.0,0.0,0.0,0.0,-0.4767,0
189,2010-12-27,AAPL,financial news we d love see<s>year tablet take 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31845,0
190,2010-12-28,AAPL,pegasus chief predicts strong deal   making 2011,0.8910761154855643,0.0,0.0,0.9790026246719159,0.0,0.0,0.0,0.0,0.5106,0
